,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Charge,Intl Mins,CustServ Calls,Churn?
816,0,0,0,227.9,78,38.74,207.5,17.64,12.1,1,False.
2018,0,1,22,167.7,104,28.51,246.8,20.98,7.5,1,False.
670,0,1,26,266.7,109,45.34,232.3,19.75,16.3,1,False.
717,0,0,0,210.7,116,35.82,219.2,18.63,7.2,1,False.
3088,0,1,29,213.6,127,36.31,175.9,14.95,8.9,1,False.
2302,0,0,0,159.1,100,27.05,202.5,17.21,11.5,2,False.
1458,0,0,0,137.1,94,23.31,209.8,17.83,8.6,1,False.
2764,0,1,23,245.0,88,41.65,265.0,22.53,14.9,2,False.
1556,0,0,0,178.4,143,30.33,247.0,21.0,9.6,0,False.
2778,0,0,0,158.8,119,27.0,211.8,18.0,10.3,1,False.
3134,0,0,0,146.9,94,24.97,114.3,9.72,11.4,3,False.
2383,0,1,30,122.9,93,20.89,233.5,19.85,9.6,2,False.
2829,0,1,26,257.2,108,43.72,224.3,19.07,12.6,1,False.
713,0,0,0,222.8,101,37.88,203.0,17.26,6.9,2,False.
703,0,1,23,160.0,104,27.2,189.4,16.1,10.4,1,False.
620,0,0,0,191.3,89,32.52,193.9,16.48,12.8,1,False.
634,0,0,0,177.9,129,30.24,224.6,19.09,10.8,2,False.
2051,1,0,0,269.6,121,45.83,171.7,14.59,8.2,1,False.
2436,0,0,0,207.6,96,35.29,229.0,19.47,13.3,1,False.
3099,0,0,0,158.0,94,26.86,207.9,17.67,10.1,0,False.
607,0,1,29,142.3,107,24.19,118.7,10.09,6.6,1,False.
163,0,0,0,98.9,103,16.81,135.4,11.51,12.2,1,False.
2706,0,0,0,206.0,128,35.02,198.1,16.84,13.2,0,False.
2411,0,0,0,156.0,88,26.52,276.1,23.47,9.3,1,False.
1055,0,0,0,178.1,109,30.28,146.5,12.45,8.5,1,False.
1419,0,0,0,105.7,95,17.97,141.8,12.05,6.6,2,False.
1708,0,1,23,167.4,83,28.46,258.6,21.98,11.2,4,False.
578,0,1,30,183.8,76,31.25,229.7,19.52,7.7,1,False.
2396,1,0,0,247.5,99,42.08,108.5,9.22,10.6,2,False.
587,0,0,0,169.6,85,28.83,58.9,5.01,7.4,1,False.
3163,0,1,30,230.1,108,39.12,287.6,24.45,6.9,2,False.
2992,0,1,24,128.1,104,21.78,143.4,12.19,11.6,1,False.
698,0,0,0,206.0,89,35.02,186.0,15.81,8.4,0,False.
2398,0,0,0,175.4,99,29.82,155.3,13.2,11.5,1,False.
1361,0,0,0,206.2,76,35.05,232.4,19.75,13.6,1,False.
1025,0,1,11,252.9,129,42.99,284.3,24.17,12.3,1,False.
131,0,0,0,166.3,125,28.27,158.2,13.45,6.1,1,False.
3105,0,0,0,221.1,101,37.59,236.7,20.12,9.5,0,False.
2549,1,0,0,103.5,134,17.6,319.3,27.14,8.4,2,False.
3053,0,0,0,199.3,112,33.88,193.4,16.44,7.0,0,False.
3106,0,1,26,132.0,100,22.44,173.3,14.73,11.6,1,False.
2483,0,1,30,186.2,117,31.65,286.7,24.37,12.9,2,False.
820,0,1,16,184.0,99,31.28,76.4,6.49,12.7,2,False.
624,0,0,0,161.4,110,27.44,220.6,18.75,5.1,0,False.
1873,0,1,25,248.6,91,42.26,119.3,10.14,12.0,1,False.
2006,0,1,27,204.6,96,34.78,136.0,11.56,6.6,3,False.
52,0,0,0,186.1,112,31.64,190.2,16.17,11.4,2,False.
2571,0,0,0,190.9,62,32.45,226.6,19.26,7.8,2,False.
2779,0,0,0,208.7,150,35.48,212.8,18.09,8.5,0,False.
941,0,0,0,153.5,81,26.1,287.3,24.42,6.5,2,False.
2126,0,0,0,245.0,112,41.65,180.4,15.33,9.7,1,False.
1304,0,0,0,61.9,78,10.52,262.6,22.32,8.8,3,False.
2509,0,0,0,73.8,105,12.55,143.4,12.19,10.9,2,False.
776,0,1,20,254.4,133,43.25,161.7,13.74,10.5,0,False.
1207,0,1,25,176.6,65,30.02,172.7,14.68,11.3,2,False.
1563,0,1,39,218.5,76,37.15,112.7,9.58,7.3,1,False.
2712,0,0,0,133.3,101,22.66,255.5,21.72,11.6,0,False.
953,0,1,39,175.7,93,29.87,187.2,15.91,8.6,2,False.
1034,0,0,0,94.4,80,16.05,215.1,18.28,13.1,2,False.
2287,0,0,0,271.7,112,46.19,155.1,13.18,6.6,3,False.
2661,0,0,0,233.9,96,39.76,218.9,18.61,9.5,0,False.
2896,0,0,0,245.5,130,41.74,192.7,16.38,9.1,1,False.
2220,0,0,0,177.2,72,30.12,248.9,21.16,8.6,3,False.
1735,0,0,0,124.3,68,21.13,207.1,17.6,14.8,0,False.
2122,0,1,27,268.8,78,45.7,246.6,20.96,16.4,0,False.
1766,0,0,0,182.3,64,30.99,139.8,11.88,11.6,2,False.
444,1,0,0,165.4,107,28.12,196.0,16.66,9.6,2,False.
1167,0,0,0,154.0,95,26.18,205.9,17.5,12.9,1,False.
446,0,0,0,138.3,116,23.51,236.0,20.06,9.6,3,False.
3090,0,0,0,78.3,119,13.31,198.2,16.85,12.1,1,False.
1664,0,1,33,179.1,93,30.45,238.3,20.26,10.6,2,False.
442,0,1,29,133.1,114,22.63,221.2,18.8,6.8,1,False.
2339,0,0,0,86.0,83,14.62,260.7,22.16,8.9,1,False.
744,0,0,0,191.7,122,32.59,241.4,20.52,9.1,1,False.
2899,0,1,36,190.3,115,32.35,256.6,21.81,3.8,1,False.
311,0,1,38,236.3,102,40.17,195.9,16.65,9.7,1,False.
1103,0,0,0,165.5,78,28.14,205.5,17.47,12.2,0,False.
1450,0,0,0,114.3,100,19.43,221.1,18.79,10.9,0,False.
1113,0,0,0,206.3,98,35.07,292.8,24.89,10.6,1,False.
1868,0,0,0,206.9,115,35.17,224.4,19.07,8.3,3,False.
3282,0,1,31,244.1,71,41.5,203.4,17.29,7.7,3,False.
826,1,0,0,169.3,82,28.78,217.9,18.52,9.4,1,False.
2781,0,0,0,222.5,74,37.83,169.7,14.42,9.0,2,False.
1049,0,0,0,147.0,72,24.99,165.7,14.08,8.4,1,False.
2416,0,0,0,156.0,141,26.52,256.8,21.83,11.9,2,False.
1090,0,0,0,153.4,86,26.08,198.5,16.87,10.4,0,False.
2777,0,0,0,186.8,89,31.76,253.4,21.54,12.3,2,False.
824,0,0,0,209.4,104,35.6,132.5,11.26,11.3,2,False.
1319,0,0,0,248.6,102,42.26,174.9,14.87,6.1,3,False.
916,0,0,0,102.8,74,17.48,281.7,23.94,13.2,2,False.
330,0,0,0,192.1,98,32.66,312.9,26.6,7.9,3,False.
1338,0,0,0,159.7,79,27.15,216.7,18.42,9.3,2,False.
342,0,1,34,221.8,105,37.71,161.7,13.74,14.0,0,False.
2883,0,0,0,209.4,49,35.6,237.4,20.18,9.8,1,False.
3235,0,1,25,141.0,101,23.97,212.0,18.02,4.9,3,False.
1895,0,1,21,197.9,99,33.64,165.6,14.08,10.1,0,False.
2156,0,0,0,224.7,116,38.2,192.0,16.32,11.3,3,False.
1876,0,0,0,164.2,116,27.91,196.2,16.68,8.1,1,False.
774,0,0,0,161.1,99,27.39,198.8,16.9,10.6,1,False.
888,0,0,0,182.9,113,31.09,239.6,20.37,5.5,2,False.
276,1,0,0,218.9,88,37.21,208.0,17.68,11.1,0,False.
1957,0,0,0,212.8,79,36.18,204.1,17.35,10.2,1,False.
441,0,0,0,155.3,93,26.4,265.7,22.58,12.4,0,False.
1024,1,0,0,133.0,65,22.61,262.8,22.34,11.2,1,False.
1251,0,0,0,169.1,105,28.75,169.9,14.44,9.9,3,False.
3174,0,1,43,29.9,123,5.08,129.1,10.97,8.6,2,False.
43,0,0,0,85.8,77,14.59,165.3,14.05,9.2,3,False.
2229,0,1,25,191.3,95,32.52,250.7,21.31,17.6,2,False.
2806,0,0,0,220.4,100,37.47,211.2,17.95,13.6,2,False.
1592,0,0,0,137.6,108,23.39,162.0,13.77,5.8,3,False.
2561,0,1,33,141.4,130,24.04,186.4,15.84,7.7,1,False.
1270,0,0,0,162.7,102,27.66,292.0,24.82,8.7,0,False.
2684,0,0,0,204.6,98,34.78,212.5,18.06,9.8,2,False.
2418,0,0,0,210.6,120,35.8,153.1,13.01,11.0,0,False.
3160,0,0,0,224.0,99,38.08,210.7,17.91,2.1,0,False.
1936,0,0,0,102.0,118,17.34,113.3,9.63,11.4,2,False.
2514,0,0,0,204.6,117,34.78,205.2,17.44,10.7,0,False.
3073,0,1,38,193.0,106,32.81,153.6,13.06,7.4,2,False.
2109,0,1,19,154.6,100,26.28,241.6,20.54,12.6,3,False.
3297,0,1,33,241.7,84,41.09,165.8,14.09,11.3,1,False.
1108,0,0,0,235.9,104,40.1,80.6,6.85,5.8,3,False.
3012,0,0,0,109.8,100,18.67,189.6,16.12,11.1,1,False.
2873,0,0,0,158.6,67,26.96,130.4,11.08,6.9,2,False.
948,0,0,0,159.7,83,27.15,155.4,13.21,8.4,1,False.
225,0,0,0,213.4,111,36.28,234.5,19.93,2.7,1,False.
1812,1,0,0,277.0,119,47.09,238.3,20.26,8.3,1,False.
1808,0,0,0,231.3,100,39.32,210.4,17.88,12.4,3,False.
2547,0,0,0,139.9,117,23.78,223.6,19.01,12.7,2,False.
1518,0,0,0,139.7,78,23.75,202.6,17.22,11.3,2,False.
271,0,0,0,134.7,121,22.9,180.0,15.3,7.7,1,False.
1908,0,1,45,80.3,140,13.65,153.3,13.03,12.8,2,False.
3042,0,0,0,216.8,134,36.86,187.8,15.96,8.3,0,False.
2245,0,1,29,215.5,129,36.64,161.9,13.76,8.8,2,False.
2654,0,0,0,207.7,85,35.31,196.7,16.72,6.8,1,False.
421,0,0,0,259.9,114,44.18,176.2,14.98,15.3,1,False.
790,1,1,45,281.1,88,47.79,198.0,16.83,7.5,0,False.
2315,0,0,0,150.7,52,25.62,246.7,20.97,7.0,2,False.
2983,0,0,0,214.0,117,36.38,192.4,16.35,7.9,1,False.
408,1,0,0,127.3,108,21.64,251.3,21.36,10.3,1,False.
1697,0,0,0,169.9,107,28.88,209.4,17.8,11.5,1,False.
1461,0,0,0,39.5,78,6.72,264.3,22.47,10.0,0,False.
434,0,1,31,288.7,101,49.08,203.8,17.32,8.6,0,False.
1367,1,0,0,235.6,131,40.05,194.8,16.56,8.6,1,False.
711,0,0,0,143.7,114,24.43,297.8,25.31,11.4,4,False.
983,0,0,0,212.4,105,36.11,224.6,19.09,9.0,1,False.
1982,0,0,0,163.8,73,27.85,255.6,21.73,15.7,0,False.
3212,0,1,38,105.0,86,17.85,121.8,10.35,3.7,0,False.
1151,0,1,24,217.2,94,36.92,138.7,11.79,11.3,0,False.
1011,0,0,0,143.4,130,24.38,289.4,24.6,9.7,2,False.
462,0,1,18,106.4,109,18.09,108.1,9.19,10.1,1,False.
1832,0,0,0,195.4,116,33.22,212.1,18.03,15.1,1,False.
136,0,1,21,175.8,97,29.89,217.5,18.49,5.3,5,False.
3219,0,1,35,139.6,72,23.73,332.8,28.29,8.8,2,False.
2511,0,0,0,147.2,115,25.02,161.9,13.76,7.2,3,False.
2728,0,0,0,148.2,71,25.19,285.1,24.23,6.2,2,False.
1412,0,1,24,135.9,60,23.1,233.2,19.82,9.4,1,False.
224,0,0,0,65.4,97,11.12,168.2,14.3,13.8,2,False.
1291,0,1,30,129.6,107,22.03,233.0,19.81,14.5,1,False.
2877,0,0,0,176.8,92,30.06,187.5,15.94,6.5,2,False.
373,0,0,0,164.8,98,28.02,229.9,19.54,14.8,2,False.
2473,0,1,40,141.7,87,24.09,268.3,22.81,8.5,0,False.
31,0,0,0,226.1,105,38.44,201.5,17.13,10.3,1,False.
1429,0,1,38,209.8,130,35.67,196.6,16.71,7.0,1,False.
531,0,0,0,163.0,112,27.71,219.1,18.62,6.7,2,False.
2625,0,0,0,152.9,119,25.99,171.2,14.55,12.0,2,False.
80,0,0,0,201.1,99,34.19,303.5,25.8,13.2,1,False.
2622,0,1,16,144.8,105,24.62,206.2,17.53,11.6,4,False.
642,0,0,0,195.0,92,33.15,210.5,17.89,11.0,0,False.
1710,0,0,0,169.5,93,28.82,230.9,19.63,9.0,2,False.
2102,0,0,0,246.5,108,41.91,216.3,18.39,12.7,2,False.
3227,0,0,0,153.7,105,26.13,188.6,16.03,10.7,0,False.
1888,0,0,0,191.1,93,32.49,282.8,24.04,12.0,2,False.
1971,0,1,32,174.6,107,29.68,310.6,26.4,9.0,1,False.
1970,0,0,0,167.8,121,28.53,212.9,18.1,13.0,5,False.
2576,0,1,33,193.4,105,32.88,231.6,19.69,11.1,2,False.
1598,0,1,29,163.8,77,27.85,134.9,11.47,8.8,2,False.
2955,0,0,0,128.7,111,21.88,169.5,14.41,10.3,1,False.
3065,0,1,29,195.4,83,33.22,268.2,22.8,8.4,3,False.
2799,0,0,0,214.8,87,36.52,131.0,11.14,9.4,3,False.
110,0,0,0,165.0,100,28.05,317.2,26.96,8.3,1,False.
2584,0,0,0,216.9,78,36.87,211.0,17.94,11.4,3,False.
2430,0,1,40,128.1,99,21.78,247.7,21.05,15.6,0,False.
921,0,0,0,111.0,51,18.87,219.8,18.68,4.4,1,False.
389,0,0,0,126.0,99,21.42,238.5,20.27,10.2,3,False.
1810,0,0,0,194.0,103,32.98,241.0,20.49,11.9,0,False.
1914,0,1,25,163.7,78,27.83,113.2,9.62,9.9,3,False.
1675,0,0,0,141.7,95,24.09,221.0,18.79,10.2,0,False.
1296,0,0,0,213.6,110,36.31,234.9,19.97,8.8,2,False.
3172,0,0,0,223.8,67,38.05,244.8,20.81,12.3,3,False.
